2017-10-25 16:40:21,189 [Worker-13] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.maven.ide.eclipse.wtp.WarLifecycleMapping lifecycle mapping for MavenProject: com.soecode.ssm:ssm:0.0.1-SNAPSHOT @ /Users/di/SpringMVC-Spring-Mybatis/ssm/pom.xml.
2017-10-26 15:34:14,995 [Worker-678] WARN  o.e.m.c.i.embedder.EclipseLogger - File encoding has not been set, using platform encoding UTF-8, i.e. build is platform dependent!
2017-10-26 15:34:14,995 [Worker-678] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2017-10-26 15:34:14,996 [Worker-678] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2017-10-26 15:34:14,997 [Worker-678] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2017-10-26 15:34:14,998 [Worker-678] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2017-10-26 15:34:14,999 [Worker-678] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /Users/di/SpringMVC-Spring-Mybatis/ssm/src/test/resources
2017-10-26 15:37:32,647 [Worker-685] WARN  o.e.m.c.i.embedder.EclipseLogger - File encoding has not been set, using platform encoding UTF-8, i.e. build is platform dependent!
2017-10-26 15:37:32,648 [Worker-685] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2017-10-26 15:37:32,649 [Worker-685] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2017-10-26 15:37:32,651 [Worker-685] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2017-10-26 15:37:32,652 [Worker-685] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2017-10-26 15:37:32,653 [Worker-685] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /Users/di/SpringMVC-Spring-Mybatis/ssm/src/test/resources
2017-10-26 15:37:56,581 [Worker-685] WARN  o.e.m.c.i.embedder.EclipseLogger - File encoding has not been set, using platform encoding UTF-8, i.e. build is platform dependent!
2017-10-26 15:37:56,582 [Worker-685] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2017-10-26 15:37:56,583 [Worker-685] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2017-10-26 15:37:56,584 [Worker-685] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2017-10-26 15:37:56,585 [Worker-685] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2017-10-26 15:37:56,586 [Worker-685] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /Users/di/SpringMVC-Spring-Mybatis/ssm/src/test/resources
2017-10-26 15:38:41,539 [Worker-686] WARN  o.e.m.c.i.embedder.EclipseLogger - File encoding has not been set, using platform encoding UTF-8, i.e. build is platform dependent!
2017-10-26 15:38:41,542 [Worker-686] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2017-10-26 15:38:41,545 [Worker-686] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2017-10-26 15:38:41,546 [Worker-686] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2017-10-26 15:38:41,552 [Worker-686] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2017-10-26 15:38:41,553 [Worker-686] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /Users/di/SpringMVC-Spring-Mybatis/ssm/src/test/resources
2017-10-26 15:47:24,848 [Worker-695] WARN  o.e.m.c.i.embedder.EclipseLogger - File encoding has not been set, using platform encoding UTF-8, i.e. build is platform dependent!
2017-10-26 15:47:24,848 [Worker-695] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2017-10-26 15:47:24,849 [Worker-695] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2017-10-26 15:47:24,849 [Worker-695] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2017-10-26 15:47:24,850 [Worker-695] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2017-10-26 15:47:24,850 [Worker-695] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /Users/di/SpringMVC-Spring-Mybatis/ssm/src/test/resources
2017-10-26 16:04:41,700 [Worker-704] WARN  o.e.m.c.i.embedder.EclipseLogger - File encoding has not been set, using platform encoding UTF-8, i.e. build is platform dependent!
2017-10-26 16:04:41,701 [Worker-704] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2017-10-26 16:04:41,703 [Worker-704] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 5 resources
2017-10-26 16:04:41,747 [Worker-704] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2017-10-26 16:04:41,749 [Worker-704] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2017-10-26 16:04:41,750 [Worker-704] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /Users/di/SpringMVC-Spring-Mybatis/ssm/src/test/resources
2017-10-26 16:05:45,528 [Worker-702] WARN  o.e.m.c.i.embedder.EclipseLogger - File encoding has not been set, using platform encoding UTF-8, i.e. build is platform dependent!
2017-10-26 16:05:45,529 [Worker-702] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2017-10-26 16:05:45,531 [Worker-702] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 5 resources
2017-10-26 16:05:45,538 [Worker-702] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2017-10-26 16:05:45,554 [Worker-702] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2017-10-26 16:05:45,555 [Worker-702] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /Users/di/SpringMVC-Spring-Mybatis/ssm/src/test/resources
2017-10-26 16:07:23,537 [Worker-705] WARN  o.e.m.c.i.embedder.EclipseLogger - File encoding has not been set, using platform encoding UTF-8, i.e. build is platform dependent!
2017-10-26 16:07:23,537 [Worker-705] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2017-10-26 16:07:23,538 [Worker-705] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 5 resources
2017-10-26 16:07:23,542 [Worker-705] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2017-10-26 16:07:23,545 [Worker-705] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2017-10-26 16:07:23,546 [Worker-705] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /Users/di/SpringMVC-Spring-Mybatis/ssm/src/test/resources
2017-10-26 16:07:24,568 [Worker-704] WARN  o.e.m.c.i.embedder.EclipseLogger - File encoding has not been set, using platform encoding UTF-8, i.e. build is platform dependent!
2017-10-26 16:07:24,569 [Worker-704] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2017-10-26 16:07:24,570 [Worker-704] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 5 resources
2017-10-26 16:07:24,573 [Worker-704] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2017-10-26 16:07:24,573 [Worker-704] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2017-10-26 16:07:24,574 [Worker-704] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /Users/di/SpringMVC-Spring-Mybatis/ssm/src/test/resources
2017-10-26 16:14:06,544 [Worker-710] WARN  o.e.m.c.i.embedder.EclipseLogger - File encoding has not been set, using platform encoding UTF-8, i.e. build is platform dependent!
2017-10-26 16:14:06,544 [Worker-710] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2017-10-26 16:14:06,545 [Worker-710] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2017-10-26 16:14:06,546 [Worker-710] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2017-10-26 16:14:06,547 [Worker-710] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2017-10-26 16:14:06,548 [Worker-710] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /Users/di/SpringMVC-Spring-Mybatis/ssm/src/test/resources
2017-10-26 16:21:58,026 [Worker-713] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/mybatis/mybatis/3.3.0/mybatis-3.3.0-sources.jar
2017-10-26 16:21:58,156 [Worker-713] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/mybatis/mybatis/3.3.0/mybatis-3.3.0-sources.jar
2017-10-26 16:21:58,185 [Worker-713] INFO  o.e.m.j.internal.DownloadSourcesJob - Downloaded sources for org.mybatis:mybatis:3.3.0
2017-10-26 16:21:58,380 [Worker-715] WARN  o.e.m.c.i.embedder.EclipseLogger - File encoding has not been set, using platform encoding UTF-8, i.e. build is platform dependent!
2017-10-26 16:21:58,381 [Worker-715] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2017-10-26 16:21:58,383 [Worker-715] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 5 resources
2017-10-26 16:21:58,390 [Worker-715] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2017-10-26 16:21:58,392 [Worker-715] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2017-10-26 16:21:58,393 [Worker-715] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /Users/di/SpringMVC-Spring-Mybatis/ssm/src/test/resources
2017-10-26 16:22:08,963 [Worker-715] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/mybatis/mybatis-spring/1.2.3/mybatis-spring-1.2.3-sources.jar
2017-10-26 16:22:09,029 [Worker-715] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/mybatis/mybatis-spring/1.2.3/mybatis-spring-1.2.3-sources.jar
2017-10-26 16:22:09,051 [Worker-715] INFO  o.e.m.j.internal.DownloadSourcesJob - Downloaded sources for org.mybatis:mybatis-spring:1.2.3
2017-10-26 16:22:09,257 [Worker-713] WARN  o.e.m.c.i.embedder.EclipseLogger - File encoding has not been set, using platform encoding UTF-8, i.e. build is platform dependent!
2017-10-26 16:22:09,258 [Worker-713] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2017-10-26 16:22:09,259 [Worker-713] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 5 resources
2017-10-26 16:22:09,262 [Worker-713] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2017-10-26 16:22:09,264 [Worker-713] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2017-10-26 16:22:09,264 [Worker-713] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /Users/di/SpringMVC-Spring-Mybatis/ssm/src/test/resources
2017-10-26 16:25:58,608 [Worker-719] WARN  o.e.m.c.i.embedder.EclipseLogger - File encoding has not been set, using platform encoding UTF-8, i.e. build is platform dependent!
2017-10-26 16:25:58,608 [Worker-719] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2017-10-26 16:25:58,609 [Worker-719] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 5 resources
2017-10-26 16:25:58,616 [Worker-719] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2017-10-26 16:25:58,619 [Worker-719] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2017-10-26 16:25:58,619 [Worker-719] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /Users/di/SpringMVC-Spring-Mybatis/ssm/src/test/resources
2017-10-26 16:26:24,033 [Worker-719] WARN  o.e.m.c.i.embedder.EclipseLogger - File encoding has not been set, using platform encoding UTF-8, i.e. build is platform dependent!
2017-10-26 16:26:24,034 [Worker-719] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2017-10-26 16:26:24,035 [Worker-719] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 5 resources
2017-10-26 16:26:24,043 [Worker-719] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2017-10-26 16:26:24,050 [Worker-719] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2017-10-26 16:26:24,056 [Worker-719] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /Users/di/SpringMVC-Spring-Mybatis/ssm/src/test/resources
2017-10-26 16:28:25,297 [Worker-720] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.maven.ide.eclipse.wtp.WarLifecycleMapping lifecycle mapping for MavenProject: com.soecode.ssm:ssm:0.0.1-SNAPSHOT @ /Users/di/SpringMVC-Spring-Mybatis/ssm/pom.xml.
2017-10-26 16:28:25,462 [Worker-720] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/mysql/mysql-connector-java/5.1.2/mysql-connector-java-5.1.2.pom
2017-10-26 16:28:25,499 [Worker-720] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/mysql/mysql-connector-java/5.1.2/mysql-connector-java-5.1.2.pom
2017-10-26 16:28:25,595 [Worker-720] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/mysql/mysql-connector-java/5.1.2/mysql-connector-java-5.1.2.jar
2017-10-26 16:28:25,829 [Worker-720] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/mysql/mysql-connector-java/5.1.2/mysql-connector-java-5.1.2.jar
2017-10-26 16:28:26,247 [Worker-720] WARN  o.e.m.c.i.embedder.EclipseLogger - File encoding has not been set, using platform encoding UTF-8, i.e. build is platform dependent!
2017-10-26 16:28:26,259 [Worker-720] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2017-10-26 16:28:26,262 [Worker-720] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2017-10-26 16:28:26,263 [Worker-720] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2017-10-26 16:28:26,264 [Worker-720] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2017-10-26 16:28:26,267 [Worker-720] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /Users/di/SpringMVC-Spring-Mybatis/ssm/src/test/resources
2017-10-26 16:28:26,267 [Worker-720] INFO  o.e.m.w.i.f.ResourceFilteringBuildParticipant - Changed resources require a complete clean of filtered resources of ssm
2017-10-26 16:28:26,267 [Worker-720] INFO  o.e.m.w.i.f.ResourceFilteringBuildParticipant - Executing resource filtering for ssm
2017-10-26 16:28:26,272 [Worker-720] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2017-10-26 16:28:27,531 [Worker-720] WARN  o.e.m.c.i.embedder.EclipseLogger - File encoding has not been set, using platform encoding UTF-8, i.e. build is platform dependent!
2017-10-26 16:28:27,539 [Worker-720] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2017-10-26 16:28:27,541 [Worker-720] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 5 resources
2017-10-26 16:28:27,567 [Worker-720] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2017-10-26 16:28:27,570 [Worker-720] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2017-10-26 16:28:27,571 [Worker-720] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /Users/di/SpringMVC-Spring-Mybatis/ssm/src/test/resources
2017-10-26 16:29:19,210 [Worker-713] WARN  o.e.m.c.i.embedder.EclipseLogger - File encoding has not been set, using platform encoding UTF-8, i.e. build is platform dependent!
2017-10-26 16:29:19,211 [Worker-713] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2017-10-26 16:29:19,212 [Worker-713] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 5 resources
2017-10-26 16:29:19,219 [Worker-713] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2017-10-26 16:29:19,220 [Worker-713] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2017-10-26 16:29:19,221 [Worker-713] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /Users/di/SpringMVC-Spring-Mybatis/ssm/src/test/resources
2017-10-26 16:29:20,240 [Worker-724] WARN  o.e.m.c.i.embedder.EclipseLogger - File encoding has not been set, using platform encoding UTF-8, i.e. build is platform dependent!
2017-10-26 16:29:20,240 [Worker-724] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2017-10-26 16:29:20,242 [Worker-724] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 5 resources
2017-10-26 16:29:20,245 [Worker-724] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2017-10-26 16:29:20,246 [Worker-724] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2017-10-26 16:29:20,246 [Worker-724] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /Users/di/SpringMVC-Spring-Mybatis/ssm/src/test/resources
2017-10-26 16:44:54,755 [Worker-735] WARN  o.e.m.c.i.embedder.EclipseLogger - File encoding has not been set, using platform encoding UTF-8, i.e. build is platform dependent!
2017-10-26 16:44:54,756 [Worker-735] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2017-10-26 16:44:54,759 [Worker-735] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 5 resources
2017-10-26 16:44:54,762 [Worker-735] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2017-10-26 16:44:54,763 [Worker-735] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2017-10-26 16:44:54,764 [Worker-735] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /Users/di/SpringMVC-Spring-Mybatis/ssm/src/test/resources
2017-10-26 16:45:34,686 [Worker-731] WARN  o.e.m.c.i.embedder.EclipseLogger - File encoding has not been set, using platform encoding UTF-8, i.e. build is platform dependent!
2017-10-26 16:45:34,687 [Worker-731] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2017-10-26 16:45:34,688 [Worker-731] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 5 resources
2017-10-26 16:45:34,692 [Worker-731] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2017-10-26 16:45:34,694 [Worker-731] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2017-10-26 16:45:34,694 [Worker-731] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /Users/di/SpringMVC-Spring-Mybatis/ssm/src/test/resources
2017-10-26 16:46:32,655 [Worker-736] WARN  o.e.m.c.i.embedder.EclipseLogger - File encoding has not been set, using platform encoding UTF-8, i.e. build is platform dependent!
2017-10-26 16:46:32,656 [Worker-736] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2017-10-26 16:46:32,657 [Worker-736] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 5 resources
2017-10-26 16:46:32,662 [Worker-736] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2017-10-26 16:46:32,663 [Worker-736] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2017-10-26 16:46:32,664 [Worker-736] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /Users/di/SpringMVC-Spring-Mybatis/ssm/src/test/resources
2017-10-26 16:47:29,305 [Worker-736] WARN  o.e.m.c.i.embedder.EclipseLogger - File encoding has not been set, using platform encoding UTF-8, i.e. build is platform dependent!
2017-10-26 16:47:29,306 [Worker-736] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2017-10-26 16:47:29,307 [Worker-736] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 5 resources
2017-10-26 16:47:29,311 [Worker-736] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2017-10-26 16:47:29,312 [Worker-736] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2017-10-26 16:47:29,313 [Worker-736] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /Users/di/SpringMVC-Spring-Mybatis/ssm/src/test/resources
2017-10-26 16:51:02,431 [Worker-731] WARN  o.e.m.c.i.embedder.EclipseLogger - File encoding has not been set, using platform encoding UTF-8, i.e. build is platform dependent!
2017-10-26 16:51:02,432 [Worker-731] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2017-10-26 16:51:02,433 [Worker-731] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 5 resources
2017-10-26 16:51:02,441 [Worker-731] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2017-10-26 16:51:02,445 [Worker-731] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2017-10-26 16:51:02,445 [Worker-731] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /Users/di/SpringMVC-Spring-Mybatis/ssm/src/test/resources
2017-10-26 16:57:56,650 [Worker-744] WARN  o.e.m.c.i.embedder.EclipseLogger - File encoding has not been set, using platform encoding UTF-8, i.e. build is platform dependent!
2017-10-26 16:57:56,651 [Worker-744] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2017-10-26 16:57:56,653 [Worker-744] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 5 resources
2017-10-26 16:57:56,657 [Worker-744] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2017-10-26 16:57:56,658 [Worker-744] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2017-10-26 16:57:56,659 [Worker-744] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /Users/di/SpringMVC-Spring-Mybatis/ssm/src/test/resources
2017-10-26 17:03:05,914 [Worker-750] WARN  o.e.m.c.i.embedder.EclipseLogger - File encoding has not been set, using platform encoding UTF-8, i.e. build is platform dependent!
2017-10-26 17:03:05,915 [Worker-750] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2017-10-26 17:03:05,916 [Worker-750] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 5 resources
2017-10-26 17:03:05,921 [Worker-750] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
2017-10-26 17:03:05,922 [Worker-750] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2017-10-26 17:03:05,923 [Worker-750] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /Users/di/SpringMVC-Spring-Mybatis/ssm/src/test/resources
2017-10-26 17:04:03,013 [Worker-748] WARN  o.e.m.c.i.embedder.EclipseLogger - File encoding has not been set, using platform encoding UTF-8, i.e. build is platform dependent!
2017-10-26 17:04:03,013 [Worker-748] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2017-10-26 17:04:03,014 [Worker-748] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2017-10-26 17:04:03,015 [Worker-748] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2017-10-26 17:04:03,017 [Worker-748] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2017-10-26 17:04:03,017 [Worker-748] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /Users/di/SpringMVC-Spring-Mybatis/ssm/src/test/resources
2017-10-26 17:04:34,148 [Worker-749] WARN  o.e.m.c.i.embedder.EclipseLogger - File encoding has not been set, using platform encoding UTF-8, i.e. build is platform dependent!
2017-10-26 17:04:34,149 [Worker-749] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2017-10-26 17:04:34,150 [Worker-749] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 5 resources
2017-10-26 17:04:34,156 [Worker-749] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 3 resources
